SYMBOL,NAME OF COMPANY,SERIES,DATE OF LISTING,ISIN NUMBER,TIMESTAMP,GAINS
VAISHALI,Vaishali Pharma Limited,EQ,2020-01-15,INE972X01014,2022-12-09,0.1842742
YESBANK,Yes Bank Limited,EQ,2005-07-12,INE528G01035,2022-12-09,0.1129943
OPTIEMUS,Optiemus Infracom Limited,EQ,2017-08-08,INE350C01017,2022-12-09,0.1108054
SAGARDEEP,Sagardeep Alloys Limited,EQ,2019-01-25,INE976T01013,2022-12-09,0.1056338
CUBEXTUB,Cubex Tubings Limited,EQ,1996-04-24,INE144D01012,2022-12-09,0.102564
ARENTERP,Rajdarshan Industries Limited,EQ,1995-10-18,INE610C01014,2022-12-09,0.0986487
LSIL,Lloyds Steels Industries Limited,EQ,2016-07-18,INE093R01011,2022-12-09,0.0943396
EXCEL,Excel Realty N Infra Limited,EQ,2009-08-03,INE688J01023,2022-12-09,0.0909091
SONAMCLOCK,Sonam Clock Limited,EQ,2022-04-07,INE00LM01011,2022-12-09,0.0862697
JYOTISTRUC,Jyoti Structures Limited,BZ,1995-07-19,INE197A01024,2022-12-09,0.0851064
KAMATHOTEL,Kamat Hotels (I) Limited,EQ,1996-05-29,INE967C01018,2022-12-09,0.0815451
KOTHARIPRO,Kothari Products Limited,EQ,1998-06-03,INE823A01017,2022-12-09,0.0788431
TRU,TruCap Finance Limited,EQ,2022-05-10,INE615R01029,2022-12-09,0.0703297
JAYNECOIND,Jayaswal Neco Industries Limited,EQ,1995-05-10,INE854B01010,2022-12-09,0.0684411
CROWN,Crown Lifters Limited,EQ,2022-02-08,INE491V01019,2022-12-09,0.0662857
HEADSUP,Heads UP Ventures Limited,EQ,2016-12-14,INE759V01019,2022-12-09,0.0622567
JMCPROJECT,JMC Projects (India)  Limited,EQ,2007-11-26,INE890A01024,2022-12-09,0.0587768
GRMOVER,GRM Overseas Limited,EQ,2022-09-07,INE192H01020,2022-12-09,0.0553867
DEVIT,Dev Information Technology Limited,EQ,2022-02-15,INE060X01026,2022-12-09,0.0553719
ACEINTEG,Ace Integrated Solutions Limited,EQ,2022-11-04,INE543V01017,2022-12-09,0.0539034
SANGINITA,Sanginita Chemicals Limited,EQ,2019-07-15,INE753W01010,2022-12-09,0.0503433
TRACXN,Tracxn Technologies Limited,EQ,2022-10-20,INE0HMF01019,2022-12-09,0.0502693
MTNL,Mahanagar Telephone Nigam Limited,EQ,1999-02-17,INE153A01019,2022-12-09,0.0495867
EQUIPPP,Equippp Social Impact Technologies Limited,BE,2021-05-19,INE217G01035,2022-12-09,0.0495169
NORBTEAEXP,Norben Tea & Exports Limited,EQ,1996-06-26,INE369C01017,2022-12-09,0.0466667
SYMBOL,NAME OF COMPANY,SERIES,DATE OF LISTING,ISIN NUMBER,TIMESTAMP,GAINS
SIMPLEXINF,Simplex Infrastructures Limited,EQ,2004-03-09,INE059B01024,2022-12-08,0.1441296
TRU,TruCap Finance Limited,EQ,2022-05-10,INE615R01029,2022-12-08,0.1412952
DIGISPICE,DiGiSPICE Technologies Limited,EQ,2008-05-27,INE927C01020,2022-12-08,0.1400394
SKIPPER,Skipper Limited,EQ,2015-05-27,INE439E01022,2022-12-08,0.139757
AURIONPRO,Aurionpro Solutions Limited,EQ,2005-10-25,INE132H01018,2022-12-08,0.1385174
CROWN,Crown Lifters Limited,EQ,2022-02-08,INE491V01019,2022-12-08,0.1319534
VENKEYS,Venky's (India) Limited,EQ,2003-07-28,INE398A01010,2022-12-08,0.1204384
OPTIEMUS,Optiemus Infracom Limited,EQ,2017-08-08,INE350C01017,2022-12-08,0.1189655
CENTRALBK,Central Bank of India,EQ,2007-08-21,INE483A01010,2022-12-08,0.1070175
KEC,KEC International Limited,EQ,2006-03-10,INE389H01022,2022-12-08,0.1009869
PSB,Punjab & Sind Bank,EQ,2010-12-30,INE608A01012,2022-12-08,0.0970537
AAATECH,AAA Technologies Limited,EQ,2022-11-28,INE0D0U01013,2022-12-08,0.0936508
UNIINFO,Uniinfo Telecom Services Limited,EQ,2022-01-12,INE481Z01011,2022-12-08,0.0897436
CHEMPLASTS,Chemplast Sanmar Limited,EQ,2021-08-24,INE488A01050,2022-12-08,0.0880877
INDSWFTLAB,Ind-Swift Laboratories Limited,EQ,1997-07-02,INE915B01019,2022-12-08,0.0821402
KARURVYSYA,Karur Vysya Bank Limited,EQ,2000-07-26,INE036D01028,2022-12-08,0.0819512
ENERGYDEV,Energy Development Company Limited,EQ,2007-11-02,INE306C01019,2022-12-08,0.0815851
J&KBANK,The Jammu & Kashmir Bank Limited,EQ,1998-07-22,INE168A01041,2022-12-08,0.0796848
PRICOLLTD,Pricol Limited,EQ,2017-02-10,INE726V01018,2022-12-08,0.0774799
PTL,PTL Enterprises Limited,EQ,2007-01-29,INE034D01049,2022-12-08,0.0770441
SEPC,SEPC Limited,EQ,2008-02-20,INE964H01014,2022-12-08,0.076555
SUMIT,Sumit Woods Limited,BE,2019-07-30,INE748Z01013,2022-12-08,0.0753846
NAVKARCORP,Navkar Corporation Limited,EQ,2015-09-09,INE278M01019,2022-12-08,0.0753371
MCL,Madhav Copper Limited,EQ,2020-08-19,INE813V01022,2022-12-08,0.0722434
BANKINDIA,Bank of India,EQ,1997-04-30,INE084A01016,2022-12-08,0.0705128
SYMBOL,NAME OF COMPANY,SERIES,DATE OF LISTING,ISIN NUMBER,TIMESTAMP,GAINS
BLBLIMITED,BLB Limited,EQ,2000-05-31,INE791A01024,2022-12-07,0.2139175
HECPROJECT,HEC Infra Projects Limited,EQ,2021-12-30,INE558R01013,2022-12-07,0.199362
LPDC,Landmark Property Development Company Limited,EQ,2008-08-12,INE197J01017,2022-12-07,0.1885246
BURNPUR,Burnpur Cement Limited,EQ,2008-01-03,INE817H01014,2022-12-07,0.1862746
NITCO,Nitco Limited,EQ,2006-03-21,INE858F01012,2022-12-07,0.1822034
KANPRPLA,Kanpur Plastipack Limited,EQ,2021-01-01,INE694E01014,2022-12-07,0.171579
RAJTV,Raj Television Network Limited,EQ,2007-03-16,INE952H01027,2022-12-07,0.1692308
NEXTMEDIA,Next Mediaworks Limited,EQ,2001-04-04,INE747B01016,2022-12-07,0.1607143
SITINET,Siti Networks Limited,EQ,2007-01-10,INE965H01011,2022-12-07,0.15625
AGRITECH,Agri-Tech (India) Limited,EQ,2014-01-28,INE449G01018,2022-12-07,0.1553702
OPTIEMUS,Optiemus Infracom Limited,EQ,2017-08-08,INE350C01017,2022-12-07,0.1484783
WEALTH,Wealth First Portfolio Managers Limited,EQ,2021-01-20,INE658T01017,2022-12-07,0.1421044
MITTAL,Mittal Life Style Limited,EQ,2020-04-29,INE997Y01019,2022-12-07,0.1385281
CUBEXTUB,Cubex Tubings Limited,EQ,1996-04-24,INE144D01012,2022-12-07,0.1246753
LASA,Lasa Supergenerics Limited,EQ,2017-09-21,INE670X01014,2022-12-07,0.1165355
GOKULAGRO,Gokul Agro Resources Limited,EQ,2016-03-11,INE314T01025,2022-12-07,0.1146712
HERCULES,Hercules Hoists Limited,EQ,2008-02-19,INE688E01024,2022-12-07,0.114433
KANANIIND,Kanani Industries Limited,EQ,2011-12-14,INE879E01037,2022-12-07,0.1121495
PPAP,PPAP Automotive Limited,EQ,2008-01-11,INE095I01015,2022-12-07,0.110177
GAL,Gyscoal Alloys Limited,EQ,2010-10-27,INE482J01021,2022-12-07,0.1090909
FACT,Fertilizers and Chemicals Travancore Limited,EQ,1995-04-12,INE188A01015,2022-12-07,0.1006097
HIKAL,Hikal Limited,EQ,2001-02-14,INE475B01022,2022-12-07,0.0963205
GAEL,Gujarat Ambuja Exports Limited,EQ,2000-10-11,INE036B01030,2022-12-07,0.0838833
SECURKLOUD,SECUREKLOUD TECHNOLOGIES LIMITED,EQ,2014-01-29,INE650K01021,2022-12-07,0.0838658
GTL,GTL Limited,EQ,1995-03-29,INE043A01012,2022-12-07,0.0833334
SYMBOL,NAME OF COMPANY,SERIES,DATE OF LISTING,ISIN NUMBER,TIMESTAMP,GAINS
UNIVASTU,Univastu India Limited,EQ,2020-06-22,INE562X01013,2022-12-06,0.2121795
FIVESTAR,Five-Star Business Finance Limited,EQ,2022-11-21,INE128S01021,2022-12-06,0.2077733
PSB,Punjab & Sind Bank,EQ,2010-12-30,INE608A01012,2022-12-06,0.1751969
DTIL,Dhunseri Tea & Industries Limited,EQ,2015-01-20,INE341R01014,2022-12-06,0.1718646
TIJARIA,Tijaria Polypipes Limited,EQ,2011-10-14,INE440L01017,2022-12-06,0.1616162
SUMEETINDS,Sumeet Industries Limited,EQ,2010-12-10,INE235C01010,2022-12-06,0.1376147
JAGSNPHARM,Jagsonpal Pharmaceuticals Limited,EQ,2000-03-01,INE048B01027,2022-12-06,0.1086103
KOTHARIPET,Kothari Petrochemicals Limited,EQ,1996-11-02,INE720A01015,2022-12-06,0.1020722
JSL,Jindal Stainless Limited,EQ,2003-11-17,INE220G01021,2022-12-06,0.0997771
PNCINFRA,PNC Infratech Limited,EQ,2015-05-26,INE195J01029,2022-12-06,0.0949605
PONNIERODE,Ponni Sugars (Erode) Limited,EQ,2002-04-16,INE838E01017,2022-12-06,0.094705
NAVKARCORP,Navkar Corporation Limited,EQ,2015-09-09,INE278M01019,2022-12-06,0.0940678
INDBANK,Indbank Merchant Banking Services Limited,EQ,2008-10-08,INE841B01017,2022-12-06,0.0938628
TARC,TARC Limited,EQ,2020-12-18,INE0EK901012,2022-12-06,0.090703
DONEAR,Donear Industries Limited,EQ,2006-12-20,INE668D01028,2022-12-06,0.0884168
TRACXN,Tracxn Technologies Limited,EQ,2022-10-20,INE0HMF01019,2022-12-06,0.0869002
VISESHINFO,Visesh Infotecnics Limited,BE,2000-01-14,INE861A01058,2022-12-06,0.0833333
ZENITHSTL,Zenith Steel Pipes & Industries Limited,EQ,2007-04-30,INE318D01020,2022-12-06,0.0824742
DPSCLTD,DPSC Limited,EQ,2008-04-21,INE360C01024,2022-12-06,0.0817844
SOMICONVEY,Somi Conveyor Beltings Limited,EQ,2016-07-18,INE323J01019,2022-12-06,0.0786517
IDBI,IDBI Bank Limited,EQ,1995-09-20,INE008A01015,2022-12-06,0.0770642
NKIND,NK Industries Limited,EQ,1995-07-07,INE542C01019,2022-12-06,0.0769231
EQUITASBNK,Equitas Small Finance Bank Limited,EQ,2020-11-02,INE063P01018,2022-12-06,0.0745454
REFEX,Refex Industries Limited,EQ,2009-12-03,INE056I01017,2022-12-06,0.0741264
GLFL,Gujarat Lease Financing Limited,EQ,1995-02-08,INE540A01017,2022-12-06,0.0727273
SYMBOL,NAME OF COMPANY,SERIES,DATE OF LISTING,ISIN NUMBER,TIMESTAMP,GAINS
YAARI,Yaari Digital Integrated Services Limited,EQ,2011-08-18,INE126M01010,2022-12-05,0.1879194
SEPC,SEPC Limited,EQ,2008-02-20,INE964H01014,2022-12-05,0.1686746
KAUSHALYA,Kaushalya Infrastructure Development Corporation Limited,EQ,2007-12-14,INE234I01010,2022-12-05,0.1666666
SATIN,Satin Creditcare Network Limited,EQ,2015-08-26,INE836B01017,2022-12-05,0.1635007
SADBHAV,Sadbhav Engineering Limited,EQ,2006-03-01,INE226H01026,2022-12-05,0.1555555
ALPA,Alpa Laboratories Limited,EQ,2007-08-06,INE385I01010,2022-12-05,0.1472727
COUNCODOS,Country Condo's Limited,EQ,2009-01-22,INE695B01025,2022-12-05,0.1470588
SHARDACROP,Sharda Cropchem Limited,EQ,2014-09-23,INE221J01015,2022-12-05,0.1399313
NAGREEKEXP,Nagreeka Exports Limited,EQ,2007-06-18,INE123B01028,2022-12-05,0.1352312
GTLINFRA,GTL Infrastructure Limited,EQ,2006-11-09,INE221H01019,2022-12-05,0.12
INDTERRAIN,Indian Terrain Fashions Limited,EQ,2011-03-11,INE611L01021,2022-12-05,0.1198697
ORTEL,Ortel Communications Limited,BZ,2015-03-19,INE849L01019,2022-12-05,0.1052631
JKLAKSHMI,JK Lakshmi Cement Limited,EQ,2006-06-19,INE786A01032,2022-12-05,0.1025983
HITECHGEAR,The Hi-Tech Gears Limited,EQ,2002-01-21,INE127B01011,2022-12-05,0.1018572
ANSALAPI,Ansal Properties & Infrastructure Limited,BE,2006-01-27,INE436A01026,2022-12-05,0.1018182
TEGA,Tega Industries Limited,EQ,2021-12-13,INE011K01018,2022-12-05,0.1
GTL,GTL Limited,EQ,1995-03-29,INE043A01012,2022-12-05,0.0993377
BAJAJHIND,Bajaj Hindusthan Sugar Limited,EQ,1995-05-10,INE306A01021,2022-12-05,0.0945946
TFCILTD,Tourism Finance Corporation of India Limited,EQ,2000-07-26,INE305A01015,2022-12-05,0.0942307
TTKHLTCARE,TTK Healthcare Limited,EQ,2015-12-02,INE910C01018,2022-12-05,0.0928923
KECL,Kirloskar Electric Company Limited,EQ,2010-03-09,INE134B01017,2022-12-05,0.0916666
TRACXN,Tracxn Technologies Limited,EQ,2022-10-20,INE0HMF01019,2022-12-05,0.0915493
J&KBANK,The Jammu & Kashmir Bank Limited,EQ,1998-07-22,INE168A01041,2022-12-05,0.0904255
DONEAR,Donear Industries Limited,EQ,2006-12-20,INE668D01028,2022-12-05,0.0895411
ARVEE,Arvee Laboratories (India) Limited,EQ,2021-03-22,INE006Z01016,2022-12-05,0.0857008
